**harm,**harte,**timestamp,**phrase,**leadinstrument,**kern,**silbe,**kern_2,**silbe_2,**rhyme,**valence,**arousal,**rms,**kern_3,**silbe_3,**kern_4,**silbe_4,**kern_5,**silbe_5
4iv,A-:1,65.29,.,voice,2r,.,2r,.,.,,,,,,,,,
2i,E-:min,66.378,newline,voice,4r,.,8e- 8g-,War,.,,,,,,,,,
2-III,G-:maj,67.458,.,voice,8b-,no-,2r,.,.,,,,,,,,,
2i,E-:1,68.539,.,voice,8~b-,heart-,1r,.,.,,,,,,,,,
4iv,A-:1,69.619,.,voice,2r,.,.,.,.,,,,,,,,,
2i,E-:min,70.699,.,voice,4r,.,8e- 8g-,War,.,,,,,,,,,
2-III,G-:maj,71.78,.,voice,8b-,on-,2r,.,.,,,,,,,,,
2i,E-:1,72.86,.,voice,16~b-,un-,1r,.,.,,,,,,,,,
4iv,A-:1,73.94,.,voice,2ee-,Ah,.,.,.,,,,,,,,,
*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,,,,,,,,,
*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,,,,,,,,,
1i,E-:min,75.021,newline,voice,4ee-,war!,1r,.,.,,,,,,,,,
1i,E-:min,77.293,.,voice,8e-,all,1r,.,.,,,,,,,,,
1i,E-:min,79.565,.,voice,8r,.,1r,.,.,,,,,,,,,
1i,E-:min,81.836,.,voice,8b-],_,1r,.,.,,,,,,,,,
1i,E-:min,84.108,newline,voice,16b-,War,1r,.,.,,,,,,,,,
1i,E-:min,86.364,.,voice,8e-,young-,1r,.,.,,,,,,,,,
1i,E-:min,88.621,.,voice,8~g-,-duc-,1r,.,(C,,,,,,,,,
1i,E-:min,90.877,.,voice,16~G-,to,1r,.,.,,,,,,,,,
*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,,,,,,,,,
*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,,,,,,,,,
2i,E-:min,93.133,newline,voice,4ee-,war!,8e-,War,.,,,,,,,,,
2-III,G-:maj,94.233,.,voice,4~E-,god,8~e-,Huh!,.,,,,,,,,,
2i,E-:min,97.534,.,voice,2r,.,4~g-,good,.,,,,,,,,,
2-III,G-:maj,98.635,.,voice,8d-,ab-,2r,.,.,,,,,,,,,
2i,E-:1,99.735,.,voice,4r,.,16~e-,No-,.,,,,,,,,,
4iv,A-:1,100.835,.,voice,16g-,say,2r,.,.,,,,,,,,,
4-III,G-:maj,101.385,.,voice,16a-,say,.,.,.,,,,,,,,,
2i,E-:min,101.936,newline,voice,4r,.,8e-,War,.,,,,,,,,,
2-III,G-:maj,103.033,.,voice,4g-,-huh,8~e-,Huh!,.,,,,,,,,,
2i,E-:1,104.13,.,voice,4~E-,Huh!,2r,.,.,,,,,,,,,
4iv,A-:1,105.227,.,voice,2r,.,8d-,What,.,,,,,,,,,
2i,E-:min,106.324,.,voice,2r,.,4~g-,good,.,,,,,,,,,
2-III,G-:maj,107.421,.,voice,8d-,ab-,2r,.,.,,,,,,,,,
2i,E-:1,108.518,.,voice,8r,.,16~e-,No-,.,,,,,,,,,
4iv,A-:1,109.615,.,voice,2r,.,2r,.,.,,,,,,,,,
2i,E-:min,110.712,newline,voice,4r,.,8e-,War,.,,,,,,,,,
2-III,G-:maj,111.811,.,voice,8b-,no-,2r,.,.,,,,,,,,,
2i,E-:1,112.911,.,voice,8g-,_,1r,.,.,,,,,,,,,
4iv,A-:1,114.011,.,voice,2r,.,.,.,.,,,,,,,,,
2i,E-:min,115.11,.,voice,4r,.,8e- 8g-,War,.,,,,,,,,,
2-III,G-:maj,116.21,.,voice,8dd-],_,2r,.,.,,,,,,,,,
2i,E-:1,117.31,.,voice,16g-,un-,1r,.,.,,,,,,,,,
4iv,A-:1,118.409,.,voice,8r,.,.,.,.,,,,,,,,,
*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,,,,,,,,,
*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,,,,,,,,,
1i,E-:min,119.509,newline,voice,4ee-,war!,1r,.,.,,,,,,,,,
1i,E-:min,121.739,.,voice,16g-,ma-,1r,.,.,,,,,,,,,
1i,E-:min,123.97,.,voice,16r,.,1r,.,.,,,,,,,,,
1i,E-:min,126.2,.,voice,16g-,bit-,1r,.,.,,,,,,,,,
1i,E-:min,128.431,newline,voice,10~ee-,is,1r,.,.,,,,,,,,,
1i,E-:min,130.695,.,voice,16~b-,fight-,1r,.,.,,,,,,,,,
1i,E-:min,132.959,.,voice,6a-,War,1r,.,.,,,,,,,,,
1i,E-:min,135.224,.,voice,8ee-],_,1r,.,.,,,,,,,,,
*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,,,,,,,,,
*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,,,,,,,,,
2i,E-:min,137.488,newline,voice,4ee-,war!,8e-,War,.,,,,,,,,,
2-III,G-:maj,138.588,.,voice,8r,.,8~e-,Huh!,.,,,,,,,,,
2i,E-:1,139.688,.,voice,4~GG-,ya'll!,2r,.,.,,,,,,,,,
4iv,A-:1,140.788,.,voice,2r,.,8d-,What,.,,,,,,,,,
2i,E-:min,141.889,.,voice,2r,.,4~g-,good,.,,,,,,,,,
2-III,G-:maj,142.989,.,voice,8d-,ab-,2r,.,.,,,,,,,,,
2i,E-:1,144.089,.,voice,4r,.,16~e-,No-,.,,,,,,,,,
4iv,A-:1,145.189,.,voice,8e-],_,2r,.,.,,,,,,,,,
4-III,G-:maj,145.739,.,voice,4r,.,.,.,.,,,,,,,,,
2i,E-:min,146.289,newline,voice,4.r,.,8e-,War,.,,,,,,,,,
2-III,G-:maj,147.391,.,voice,8d-,Woh,8~e-,Huh!,.,,,,,,,,,
2i,E-:1,148.494,.,voice,8g-,woh,2r,.,.,,,,,,,,,
4iv,A-:1,149.596,.,voice,2r,.,8d-,What,.,,,,,,,,,
2i,E-:min,150.698,.,voice,4.r,.,4~g-,good,.,,,,,,,,,
2-III,G-:maj,151.8,.,voice,8d-,ab-,2r,.,.,,,,,,,,,
2i,E-:1,152.903,.,voice,8r,.,16~e-,No-,.,,,,,,,,,
4iv,A-:1,154.005,.,voice,2r,.,2r,.,.,,,,,,,,,
2i,E-:min,155.107,newline,voice,4r,.,8e- 8g-,War,.,,,,,,,,,
2-III,G-:maj,156.214,.,voice,8b-,no-,2r,.,.,,,,,,,,,
2i,E-:1,157.322,.,voice,8g-,_,1r,.,.,,,,,,,,,
4iv,A-:1,158.429,.,voice,2r,.,.,.,.,,,,,,,,,
2i,E-:min,159.536,.,voice,4r,.,8e- 8g-,War,.,,,,,,,,,
2-III,G-:maj,160.644,.,voice,8~b-,on-,2r,.,.,,,,,,,,,
2i,E-:1,161.751,.,voice,16~b-,un-,1r,.,.,,,,,,,,,
4iv,A-:1,162.858,.,voice,8r,.,.,.,.,,,,,,,,,
*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,,,,,,,,,
*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,,,,,,,,,
1i,E-:min,163.966,newline,voice,4r,.,1r,.,.,,,,,,,,,
1i,E-:min,166.211,.,voice,8g-,-stand-,1r,.,.,,,,,,,,,
1i,E-:min,168.456,.,voice,8ee-],_,1r,.,.,,,,,,,,,
1i,E-:min,170.701,.,voice,2r,.,1r,.,.,,,,,,,,,
1i,E-:min,172.946,newline,voice,8b-,say,1r,.,.,,,,,,,,,
1i,E-:min,175.226,.,voice,8g-,keep,1r,.,.,,,,,,,,,
1i,E-:min,177.505,.,voice,8b-,knows,1r,.,.,,,,,,,,,
1i,E-:min,179.785,.,voice,16e-,way,1r,.,B,,,,,,,,,
*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,*>Letter>B,,,,,,,,,
*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,,,,,,,,,
2i,E-:min,182.064,newline,voice,4ee-,war!,8e-,War,.,,,,,,,,,
2-III,G-:maj,183.17,.,voice,4~E-,god,8~e-,Huh!,.,,,,,,,,,
2i,E-:min,186.489,.,voice,4.r,.,4~g-,good,.,,,,,,,,,
2-III,G-:maj,187.595,.,voice,8~E-,tell,2r,.,.,,,,,,,,,
2i,E-:1,188.701,.,voice,16e-,Say,16~e-,No-,.,,,,,,,,,
4iv,A-:1,189.807,.,voice,8r,.,2r,.,.,,,,,,,,,
4-III,G-:maj,190.36,.,voice,16a-,_,.,.,.,,,,,,,,,
*>Label>>Fadeout,*>Label>>Fadeout,*>Label>>Fadeout,*>Label>>Fadeout,*>Label>>Fadeout,*>Label>>Fadeout,*>Label>>Fadeout,*>Label>>Fadeout,*>Label>>Fadeout,*>Label>>Fadeout,,,,,,,,,
2i,E-:min,190.913,newline,voice,4r,.,8e-,War,.,,,,,,,,,
2-III,G-:maj,192.017,.,voice,4~E-,god,8~e-,Huh!,.,,,,,,,,,
2i,E-:1,193.12,.,voice,4r,.,2r,.,.,,,,,,,,,
4iv,A-:1,194.224,.,voice,2r,.,8d-,What,.,,,,,,,,,
2i,E-:min,195.327,.,voice,2r,.,4~g-,good,.,,,,,,,,,
2-III,G-:maj,196.431,.,voice,16d-,Stand,2r,.,.,,,,,,,,,
1r;,N,204.777,.,r,r;,.,r;,.,.,,,,,,,,,
1r;,N,208.744,.,r,r;,.,r;,.,.,,,,,,,,,
1r;,N,.,.,r,r;,.,r;,.,.,1r;,1r;,1r;,,,,,,
*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,*>Letter>A,,,,,,
*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,,,,,,
*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,,,,,,
*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,*>Label>Intro,,,,,,
*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,,,,,,
*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,,,,,,
1I,B-:maj/2,33.07,newline,voice,4r,.,1r,.,.,79 99 67 68,84 127 93 86,76.233,,,,,,
.,C:maj,.,.,voice,8r,.,.,.,.,79 99 67 68,84 127 93 86,65.765,,,,,,
1I,C:sus4,.,.,voice,16e,_,1r,.,.,79 99 67 68,84 127 93 86,76.037,,,,,,
.,C:maj,.,.,voice,4r,.,.,.,.,79 99 67 68,84 127 93 86,75.805,,,,,,
1I,B-:maj/2,.,.,voice,4r,.,1r,.,.,79 99 67 68,84 127 93 90,72.699,,,,,,
.,C:maj,.,.,voice,4r,.,.,.,.,79 99 67 68,84 127 93 90,70.064,,,,,,
1I,B-:maj/2,.,.,voice,8c,_,1r,.,.,64 99 67 68,84 127 93 90,74.182,,,,,,
.,F:sus4/5,.,.,voice,4r,.,.,.,.,64 99 67 68,84 127 93 90,70.509,,,,,,
1I,B-:maj/2,.,.,voice,4r,.,1r,.,.,64 99 67 68,84 127 93 90,74.137,,,,,,
.,C:maj,.,.,voice,4r,.,.,.,.,64 99 67 68,84 127 93 90,73.232,,,,,,
1I,C:sus4,.,.,voice,8e,-low,1r,.,.,64 99 67 68,84 127 93 90,75.508,,,,,,
.,C:maj,.,.,voice,4r,.,.,.,.,64 99 67 68,84 127 94 90,70.313,,,,,,
1I,B-:maj/2,.,.,voice,4r,.,1r,.,.,64 99 67 68,79 127 95 90,72.832,,,,,,
.,C:maj,.,.,voice,8r,.,.,.,.,64 99 67 68,79 127 95 90,75.771,,,,,,
1I,B-:maj/2,.,.,voice,8c,_,1r,.,.,64 99 67 68,79 127 95 90,70.573,,,,,,
.,F:sus4/5,.,.,voice,4r,.,.,.,.,64 99 67 68,79 127 95 90,74.703,,,,,,
1I,B-:maj/2,47.995,newline,voice,4r,.,1r,.,.,71 99 67 68,79 127 95 90,71.19,,,,,,
.,C:maj,.,.,voice,8f,There's,.,.,.,71 99 67 68,79 127 95 90,75.253,,,,,,
1I,C:sus4,.,.,voice,4e,-ror,1r,.,.,71 99 67 68,79 127 96 90,72.004,,,,,,
.,C:maj,.,.,voice,4r,.,.,.,.,73 99 67 68,79 127 96 90,71.258,,,,,,
.,B-:maj7/2,.,.,voice,2r,.,.,.,.,73 99 67 68,79 127 96 87,72.115,,,,,,
1I,B-:maj/2,.,.,voice,8e,Some-,1r,.,.,73 99 67 68,79 127 96 86,71.753,,,,,,
.,C:maj,.,.,voice,8e,there's,.,.,.,73 99 67 68,79 127 96 86,70.419,,,,,,
1I,C:7,.,.,voice,8e,-dow,1r,.,.,73 99 67 68,79 127 96 86,71.056,,,,,,
.,B-:maj/2,.,.,voice,8e,_,.,.,.,73 99 67 68,79 127 96 86,75.254,,,,,,
.,F:maj/5,.,.,voice,2r,.,.,.,.,73 99 67 68,79 127 96 86,76.024,,,,,,
1I,C:min,.,.,.,4r,.,1r,.,.,73 99 67 68,79 127 96 86,69.769,,,,,,
.,B-:maj/2,.,.,.,8f,Do,.,.,.,73 99 67 68,79 127 96 86,71.448,,,,,,
.,F:maj/5,.,.,.,8f,to,.,.,.,73 99 67 68,79 127 96 86,74.458,,,,,,
1I,B-:maj/2,.,.,.,4e,_,1r,.,.,73 99 67 68,79 127 96 86,73.859,,,,,,
.,C:maj,.,.,.,4r,.,.,.,.,73 99 67 68,79 127 96 85,73.393,,,,,,
.,E-:maj/6,.,.,.,8r,.,.,.,.,73 99 67 68,79 127 96 83,72.352,,,,,,
1I,C:min,.,.,.,8cc],_,1r,.,.,73 99 67 68,79 127 96 83,68.136,,,,,,
.,B-:maj/2,.,.,.,8f,do,.,.,.,73 99 67 68,79 127 96 83,62.374,,,,,,
.,F:maj/5,.,.,.,8f,to,.,.,.,73 99 67 68,79 127 96 90,69.497,,,,,,
*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,,,,,,
*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,,,,,,
1V,F:maj/2,63.58,newline,.,8g,_,1r,.,.,73 99 67 68,79 127 96 90,72.021,,,,,,
.,G:maj,.,.,.,4r,.,.,.,.,73 99 67 68,79 127 96 90,67.975,,,,,,
1V,G:maj,.,.,.,2r,.,4r,.,.,73 99 67 68,79 127 96 93,76.146,,,,,,
1V,F:maj/2,.,.,.,8g,-ver,1r,.,.,73 99 67 68,79 127 96 90,71.492,,,,,,
1V,G:maj,.,.,.,2r,.,4r,.,.,73 120 67 68,79 127 96 86,67.227,,,,,,
1V,F:maj/2,.,.,.,8g,and,1r,.,.,73 84 67 68,79 127 96 86,65.041,,,,,,
.,G:maj,.,.,.,8d,_,.,.,.,73 71 67 68,79 127 96 86,70.674,,,,,,
1V,G:maj,.,.,.,2r,.,4r,.,.,73 63 67 68,79 127 96 89,66.271,,,,,,
1V,F:maj/2,.,.,.,8g,-y-,1r,.,.,73 63 67 68,79 127 96 89,76.169,,,,,,
.,G:maj,.,.,.,8g,_,.,.,.,73 63 67 68,79 127 96 89,64.503,,,,,,
*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,,,,,,
*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,,,,,,
1I,B-:maj/2,77.155,newline,.,4r,.,1r,.,.,62 94 67 68,79 127 96 92,63.545,,,,,,
.,C:maj,.,.,.,4r,.,.,.,.,62 94 67 68,79 127 96 92,68.554,,,,,,
1I,C:sus4,.,.,.,4f],_,1r,.,.,62 94 67 68,79 127 96 92,71.483,,,,,,
.,C:maj,.,.,.,4e,-pin',.,.,.,62 94 67 68,79 127 96 92,66.725,,,,,,
1I,B-:maj/2,.,.,.,4r,.,1r,.,.,62 94 67 68,79 127 96 93,68.285,,,,,,
.,C:maj,.,.,.,4r,.,.,.,.,62 94 67 68,79 127 97 93,71.346,,,,,,
1I,B-:maj/2,.,.,.,4c,_,1r,.,.,62 94 67 68,79 127 97 93,70.983,,,,,,
.,F:sus4/5,.,.,.,4r,.,.,.,.,62 94 67 68,79 127 97 90,70.235,,,,,,
1I,B-:maj/2,.,.,.,2r,.,1r,.,.,64 94 67 68,79 127 97 90,72.114,,,,,,
1I,C:sus4,.,.,.,4f],_,1r,.,.,64 94 67 68,79 127 97 90,71.785,,,,,,
.,C:maj,.,.,.,8e,-ken,.,.,.,64 94 67 68,79 127 97 90,75.726,,,,,,
1I,B-:maj/2,.,.,.,4r,.,1r,.,.,71 94 67 68,79 127 97 90,72.134,,,,,,
.,C:maj,.,.,.,8e,some-,.,.,.,72 94 67 68,79 127 97 90,75.858,,,,,,
1I,B-:maj/2,.,.,.,16c,_,1r,.,.,72 94 67 68,79 127 97 90,72.243,,,,,,
.,F:sus4/5,.,.,.,4r,.,.,.,.,72 94 67 68,79 127 97 90,76.09,,,,,,
1I,B-:maj/2,92.06,newline,.,8r,.,1r,.,.,72 94 67 68,79 127 97 90,61.454,,,,,,
.,C:maj,.,.,.,8f,when,.,.,.,72 94 67 68,79 127 97 90,75.38,,,,,,
1I,C:sus4,.,.,.,4.e,-low,1r,.,.,72 94 67 68,79 127 97 84,70.182,,,,,,
.,B-:maj7/2,.,.,.,4r,.,.,.,.,72 94 67 68,79 127 97 84,70.37,,,,,,
1I,B-:maj/2,.,.,.,8e],_,1r,.,.,72 94 67 68,79 127 97 84,61.348,,,,,,
.,C:maj,.,.,.,8e,when,.,.,.,72 94 67 68,79 127 97 84,67.664,,,,,,
1I,C:7,.,.,.,8e],_,1r,.,.,72 94 67 68,79 127 97 84,73.947,,,,,,
.,B-:maj/2,.,.,.,4e,_,.,.,.,72 94 67 68,79 127 97 84,70.595,,,,,,
.,F:maj/5,.,.,.,2r,.,.,.,.,72 94 67 68,79 127 97 84,73.03,,,,,,
1I,C:min,.,.,.,4r,.,1r,.,.,72 94 67 68,79 127 97 84,74.482,,,,,,
.,B-:maj/2,.,.,.,8f,Don't,.,.,.,62 94 67 68,78 127 97 84,75.734,,,,,,
.,F:maj/5,.,.,.,8f,by,.,.,.,50 94 67 68,116 127 97 84,71.971,,,,,,
1I,B-:maj/2,.,.,.,4e,_,1r,.,.,50 94 67 68,9 127 97 84,71.13,,,,,,
.,C:maj,.,.,.,4r,.,.,.,.,50 94 67 68,1 127 97 81,69.139,,,,,,
.,E-:maj/6,.,.,.,8r,.,.,.,.,50 94 67 68,65 127 97 81,73.704,,,,,,
1I,C:min,.,.,.,8b-],_,1r,.,.,50 94 67 68,65 127 97 82,71.967,,,,,,
.,B-:maj/2,.,.,.,8f,don't,.,.,.,50 94 67 68,62 127 97 82,68.269,,,,,,
.,F:maj/5,.,.,.,8f,by,.,.,.,50 94 67 68,62 127 97 82,76.659,,,,,,
*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,*>Letter>D,,,,,,
*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,*>Label>Chorus,,,,,,
1V,F:maj/2,107.66,newline,.,8g,_,1r,.,.,50 94 67 68,62 127 97 82,73.212,,,,,,
.,G:maj,.,.,.,4r,.,.,.,.,50 94 67 68,62 127 97 82,75.816,,,,,,
1V,G:maj,.,.,.,2r,.,4r,.,.,50 94 67 68,62 127 97 82,70.047,,,,,,
1V,F:maj/2,.,.,.,8g,-ver,1r,.,.,50 94 67 68,62 127 97 82,74.921,,,,,,
1V,G:maj,.,.,.,2r,.,4r,.,.,50 94 67 68,62 127 97 82,73.992,,,,,,
1V,F:maj/2,.,.,.,8g,and,1r,.,.,50 94 67 68,62 127 97 82,63.912,,,,,,
.,G:maj,.,.,.,8d,_,.,.,.,50 94 67 68,62 127 97 82,69.837,,,,,,
1V,G:maj,.,.,.,2r,.,4r,.,.,50 94 67 68,62 127 97 82,71.563,,,,,,
1V,F:maj/2,.,.,.,8g,-y-,1r,.,.,50 94 67 68,62 127 97 82,69.185,,,,,,
1V,G:maj,.,.,.,2r,.,4r,.,.,50 94 67 68,62 127 97 85,69.216,,,,,,
*>Letter>E,*>Letter>E,*>Letter>E,*>Letter>E,*>Letter>E,*>Letter>E,*>Letter>E,*>Letter>E,*>Letter>E,*>Letter>E,*>Letter>E,*>Letter>E,*>Letter>E,,,,,,
*>Label>Transition,*>Label>Transition,*>Label>Transition,*>Label>Transition,*>Label>Transition,*>Label>Transition,*>Label>Transition,*>Label>Transition,*>Label>Transition,*>Label>Transition,*>Label>Transition,*>Label>Transition,*>Label>Transition,,,,,,
1i,A:min,121.395,newline,.,8a,-lly,1r,.,.,50 94 67 68,62 127 97 85,69.105,,,,,,
1i,A:min,125.09,newline,synthesizer,8r,.,1r,.,.,60 94 67 68,62 127 97 75,69.441,,,,,,
1i,A:min,.,.,synthesizer,8d],_,1r,.,.,60 94 67 68,62 127 97 74,72.051,,,,,,
1i,A:min,.,.,synthesizer,8r,.,1r,.,.,60 83 67 68,62 127 97 75,71.592,,,,,,
1i,A:min,.,.,synthesizer,8r,.,1r,.,.,60 69 67 68,62 127 97 79,75.15,,,,,,
1i,A:min,.,.,synthesizer,8r,.,1r,.,.,60 64 67 68,62 127 97 82,71.096,,,,,,
1i,A:min,.,.,synthesizer,8d],_,1r,.,.,60 64 67 68,62 127 97 82,71.453,,,,,,
1i,A:min,.,.,synthesizer,8r,.,1r,.,.,60 64 67 68,62 127 97 82,70.926,,,,,,
1i,A:min,.,.,synthesizer,8r,.,1r,.,.,60 64 67 68,62 127 97 82,70.202,,,,,,
*>Letter>F,*>Letter>F,*>Letter>F,*>Letter>F,*>Letter>F,*>Letter>F,*>Letter>F,*>Letter>F,*>Letter>F,*>Letter>F,*>Letter>F,*>Letter>F,*>Letter>F,,,,,,
*>Label>Transition,*>Label>Transition,*>Label>Transition,*>Label>Transition,*>Label>Transition,*>Label>Transition,*>Label>Transition,*>Label>Transition,*>Label>Transition,*>Label>Transition,*>Label>Transition,*>Label>Transition,*>Label>Transition,,,,,,
2V,B:maj,.,.,guitar,2r,.,1r,.,.,60 64 67 68,62 127 97 82,74.18,,,,,,
2ib,E:min/b3,.,.,guitar,4r,.,.,.,.,60 64 67 68,62 127 97 82,77.013,,,,,,
*>Letter>G,*>Letter>G,*>Letter>G,*>Letter>G,*>Letter>G,*>Letter>G,*>Letter>G,*>Letter>G,*>Letter>G,*>Letter>G,*>Letter>G,*>Letter>G,*>Letter>G,,,,,,
*>Label>Bridge,*>Label>Bridge,*>Label>Bridge,*>Label>Bridge,*>Label>Bridge,*>Label>Bridge,*>Label>Bridge,*>Label>Bridge,*>Label>Bridge,*>Label>Bridge,*>Label>Bridge,*>Label>Bridge,*>Label>Bridge,,,,,,
1I,E:maj,143.435,newline,voice,8e,want,1r,.,.,60 64 67 68,62 127 97 82,74.727,,,,,,
1I,E:maj,.,.,voice,8e,Got,1r,.,.,60 64 67 68,62 127 97 87,71.771,,,,,,
1I,E:maj,.,.,voice,8e,want,1r,.,.,70 64 67 68,62 127 97 88,74.932,,,,,,
1I,E:maj,.,.,voice,4r,.,1r,.,.,70 64 67 68,62 127 97 88,66.876,,,,,,
*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,*>Letter>C,,,,,,
*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,*>Label>Verse,,,,,,
1I,B-:maj/2,157.89,newline,voice,2r,.,1r,.,.,70 96 67 68,80 127 86 94,71.815,,,,,,
1I,C:sus4,.,.,voice,4f],_,1r,.,.,70 96 67 68,83 127 67 94,73.568,,,,,,
.,C:maj,.,.,voice,8e,-sion,.,.,e,70 96 67 68,81 127 67 94,71.958,,,,,,
1I,B-:maj/2,.,.,voice,2r,.,1r,.,.,70 96 67 68,81 127 67 94,71.797,,,,,,
1I,B-:maj/2,.,.,voice,4c,_,1r,.,.,70 96 67 68,81 127 67 94,72.653,,,,,,
.,F:sus4/5,.,.,voice,4r,.,.,.,.,70 96 67 68,81 127 67 94,71.937,,,,,,
1I,B-:maj/2,.,.,voice,2r,.,1r,.,.,70 96 67 68,81 127 67 94,72.908,,,,,,
1I,C:sus4,.,.,voice,4f],_,1r,.,.,70 96 67 68,81 127 67 94,73.371,,,,,,
.,C:maj,.,.,voice,8e,-tion,.,.,e,70 96 75 68,81 127 67 94,73.099,,,,,,
1I,B-:maj/2,.,.,voice,8r,.,1r,.,.,70 96 87 68,81 127 67 94,71.439,,,,,,
.,C:maj,.,.,voice,8e,some-,.,.,.,70 96 106 68,81 127 67 94,74.094,,,,,,
1I,B-:maj/2,.,.,voice,4c,_,1r,.,.,70 96 109 68,81 127 67 94,70.034,,,,,,
.,F:sus4/5,.,.,voice,4r,.,.,.,.,70 96 109 68,81 127 67 94,72.587,,,,,,
