**harm,**harte,**harm_2,**harte_2,**kern,**silbe,**stress,**timestamp,**duration
V,E:maj,V,E:maj,G#,,,167.374,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,,,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
i,A:min,i,A:min,a,,,181.068,1
-III,C:maj,-III,C:maj,g,,,182.558,1
IV,D:maj,IV,D:maj,d,,,184.062,1
i,A:min,i,A:min,a,,,187.063,1
-III,C:maj,-III,C:maj,g,,,188.535,1
i,A:min,i,A:min,a,,,193.037,1
-III,C:maj,-III,C:maj,g,,,194.535,1
IV,D:maj,IV,D:maj,d,,,196.022,1
i,A:min,i,A:min,A,,,199.041,1
V,E:maj,V,E:maj,G#,,,200.558,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,,,*>Intro,1
V7,E:7,V,E:maj,a,,,212.562,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
i,A:min,i,A:min,a,,,214.027,1
-III,C:maj,-III,C:maj,g,,,215.531,1
IV,D:maj,IV,D:maj,d,,,217.014,1
i,A:min,i,A:min,a,,,219.996,1
-III,C:maj,-III,C:maj,g,,,221.478,1
V,E:maj,V,E:maj,e,,,222.947,1
i,A:min,i,A:min,a,,,225.950,1
-III,C:maj,-III,C:maj,g,,,227.423,1
IV,D:maj,IV,D:maj,d,,,228.926,1
-VI,F:maj,-VI,F:maj,A,,,230.434,1
i,A:min,i,A:min,A,,,231.946,1
V,E:maj,V,E:maj,B,,,233.441,1
*>Coda,*>Coda,*>Coda,*>Coda,*>Coda,,,*>Coda,1
i,A:min,i,A:min,A,,,234.910,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
IV,D:maj,IV7,D:maj7,F#,youve,0,20.821,1
I,A:maj,I,A:maj,E,car,1,.,1
vi,F#:min,vi,F#:min,A,I,0,23.202,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",G#,any-,1,.,1
IV,D:maj,IV7,D:maj7,F#,may-,1,25.511,1
vi,F#:min,vi,F#:min,A,may-,1,27.837,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",G#,get,1,.,1
IV,D:maj,IV7,D:maj7,c#,an-,1,30.157,1
vi,F#:min,vi,F#:min,A,star-,1,32.497,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",G#,noth-,1,.,1
IV,D:maj,IV7,D:maj7,c#,may-,1,34.794,1
I,A:maj,I,A:maj,A,-hing,0,.,1
vi,F#:min,vi,F#:min,c#,me,0,37.088,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",e,noth-,1,.,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
IV,D:maj,IV7,D:maj7,F#,youve,0,48.773,1
I,A:maj,I,A:maj,E,car,1,.,1
vi,F#:min,vi,F#:min,A,ive,0,51.073,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",G#,get,1,.,1
IV,D:maj,IV7,D:maj7,F#,work-,1,53.366,1
I,A:maj,I,A:maj,E,-nce,0,.,1
vi,F#:min,vi,F#:min,A,mana-,1,55.681,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",G#,lit-,1,.,1
IV,D:maj,IV7,D:maj7,c#,wont,1,57.983,1
I,A:maj,I,A:maj,A,far,1,.,1
vi,F#:min,vi,F#:min,A,cross,0,60.314,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",G#,in-,1,.,1
IV,D:maj,IV7,D:maj7,c#,you,0,62.608,1
I,A:maj,I,A:maj,B,both,0,.,1
vi,F#:min,vi,F#:min,c#,finally,1,64.896,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",e,means,1,.,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
IV,D:maj,IV7,D:maj7,F#,my,0,76.521,1
I,A:maj,I,A:maj,F#,prob-,1,.,1
vi,F#:min,vi,F#:min,A,live,1,78.799,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",G#,way,1,.,1
IV,D:maj,IV7,D:maj7,F#,bod-,1,81.078,1
I,A:maj,I,A:maj,F#,work-,1,.,1
vi,F#:min,vi,F#:min,A,bod-,1,83.367,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",G#,look,1,.,1
IV,D:maj,IV7,D:maj7,c#,ma-,1,85.616,1
I,A:maj,I,A:maj,B,left,1,.,1
vi,F#:min,vi,F#:min,A,wan-,1,87.915,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",G#,he,0,.,1
IV,D:maj,IV7,D:maj7,c#,som-,1,90.168,1
I,A:maj,I,A:maj,B,care,1,.,1
vi,F#:min,vi,F#:min,A,I,0,92.415,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",G#,what,0,.,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
IV,D:maj,IV7,D:maj7,F#,youve,0,104.072,1
I,A:maj,I,A:maj,E,car,1,.,1
vi,F#:min,vi,F#:min,A,fast,1,106.384,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",G#,fly,1,.,1
IV,D:maj,IV7,D:maj7,F#,we,0,108.659,1
I,A:maj,I,A:maj,F#,-isi-,1,.,1
vi,F#:min,vi,F#:min,A,leave,1,110.967,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",G#,die,1,.,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",d,-emb-,1,.,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
IV,D:maj,IV,D:maj,A,driv-,1,122.511,1
I,A:maj,I,A:maj,G#,speed,1,124.800,1
V,E:maj,V,E:maj,G#,arm,1,129.359,1
IV,D:maj,IV,D:maj,e,I,0,131.665,1
vi,F#:min,vi,F#:min,A,_,.,.,1
V,E:maj,V,E:maj,c#,feel-,1,133.951,1
IV,D:maj,IV,D:maj,e,I,0,136.225,1
vi,F#:min,vi,F#:min,A,_,.,.,1
V,E:maj,V,E:maj,c#,feel-,1,138.503,1
IV,D:maj,IV,D:maj,B,be,1,140.767,1
V,E:maj,V,E:maj,B,be,1,.,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
IV,D:maj,IV7,D:maj7,F#,youve,0,152.455,1
I,A:maj,I,A:maj,E,car,1,.,1
vi,F#:min,vi,F#:min,A,we,0,154.761,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",G#,-ain,1,.,1
IV,D:maj,IV7,D:maj7,F#,still,1,157.029,1
vi,F#:min,vi,F#:min,A,work,1,159.363,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",G#,chec-,1,.,1
IV,D:maj,IV7,D:maj7,c#,I,0,161.647,1
I,A:maj,I,A:maj,B,bet-,1,.,1
vi,F#:min,vi,F#:min,A,youll,0,163.951,1
IV,D:maj,IV7,D:maj7,c#,well,0,166.251,1
I,A:maj,I,A:maj,B,shel-,1,.,1
vi,F#:min,vi,F#:min,A,buy,1,168.544,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",G#,live,1,.,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",d,-emb-,1,.,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
IV,D:maj,IV,D:maj,A,driv-,1,180.123,1
I,A:maj,I,A:maj,G#,speeds,1,182.395,1
V,E:maj,V,E:maj,G#,arm,1,186.899,1
IV,D:maj,IV,D:maj,e,I,0,189.156,1
vi,F#:min,vi,F#:min,A,_,.,.,1
V,E:maj,V,E:maj,c#,feel-,1,191.469,1
IV,D:maj,IV,D:maj,e,I,0,193.751,1
vi,F#:min,vi,F#:min,A,_,.,.,1
V,E:maj,V,E:maj,c#,feel-,1,195.998,1
IV,D:maj,IV,D:maj,B,be,1,198.263,1
V,E:maj,V,E:maj,B,be,1,.,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
IV,D:maj,IV7,D:maj7,F#,youve,0,209.862,1
I,A:maj,I,A:maj,E,car,1,.,1
vi,F#:min,vi,F#:min,A,ive,0,212.185,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",G#,all,0,.,1
IV,D:maj,IV7,D:maj7,F#,stay,1,214.431,1
I,A:maj,I,A:maj,F#,late,1,.,1
vi,F#:min,vi,F#:min,A,more,0,216.698,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",G#,do,1,.,1
IV,D:maj,IV7,D:maj7,c#,id,0,218.975,1
I,A:maj,I,A:maj,B,bet-,1,.,1
vi,F#:min,vi,F#:min,A,may-,1,221.279,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",G#,you,0,.,1
IV,D:maj,IV7,D:maj7,c#,got,1,223.570,1
I,A:maj,I,A:maj,B,goi-,1,.,1
vi,F#:min,vi,F#:min,A,take,1,225.832,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",G#,keep,1,.,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",d,-emb-,1,.,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
IV,D:maj,IV,D:maj,A,driv-,1,237.301,1
I,A:maj,I,A:maj,G#,speeds,1,239.561,1
V,E:maj,V,E:maj,G#,arm,1,244.107,1
IV,D:maj,IV,D:maj,e,I,0,246.367,1
vi,F#:min,vi,F#:min,A,_,.,.,1
V,E:maj,V,E:maj,c#,feel-,1,248.644,1
IV,D:maj,IV,D:maj,e,I,0,250.914,1
vi,F#:min,vi,F#:min,A,_,.,.,1
V,E:maj,V,E:maj,c#,feel-,1,253.136,1
IV,D:maj,IV,D:maj,B,be,1,255.375,1
V,E:maj,V,E:maj,B,be,1,.,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
IV,D:maj,IV7,D:maj7,F#,youve,0,266.999,1
I,A:maj,I,A:maj,E,car,1,.,1
vi,F#:min,vi,F#:min,A,fast,1,269.312,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",G#,fly,1,.,1
IV,D:maj,IV7,D:maj7,F#,you,0,271.592,1
I,A:maj,I,A:maj,F#,-isi-,1,.,1
vi,F#:min,vi,F#:min,A,leave,1,273.878,1
V,E:maj,V+11,"E:(1,3,#5,b7,9,11)",G#,die,1,.,1
*>Coda,*>Coda,*>Coda,*>Coda,*>Coda,*>Coda,*>Coda,*>Coda,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
IV,E-:maj,IV,E-:maj,f,stood,1,23.245,1
I,B-:maj,I,B-:maj,f,lived,1,26.045,1
V,F:maj,V,F:maj,f,nev-,1,28.847,1
I,B-:maj,I,B-:maj,f,play,1,31.687,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
I,B-:maj,I,B-:maj,f,strum-,1,60.079,1
V,F:maj,V,F:maj,f,peo-,1,62.983,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
*>Solo,*>Solo,*>Solo,*>Solo,*>Solo,*>Solo,*>Solo,*>Solo,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
I,B-:maj,I,B-:maj,f,hear,1,128.991,1
I,B-:maj,I,B-:maj,f,joh-,1,134.791,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
-VII,C-:maj,Im7M9,D-:9,F,,,3.989,1
I,D-:maj,I,D-:maj,A-,,,9.195,1
I,D-:maj,I,D-:maj,F,,,19.607,1
*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,,,*>PreChorus,1
ii,E-:min,ii,E-:min,d-,,,24.751,1
IV,G-:maj,IV,G-:maj,f,,,29.967,1
V11,"A-:(1,3,5,b7,9,11)",Ic,D-:maj/5,f,,,32.609,1
V,A-:maj,V,A-:maj,f,,,.,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
ii,E-:min,ii,E-:min,e-,,,37.609,1
I,D-:maj,I,D-:maj,d-,,,42.616,1
ii,E-:min,ii,E-:min,g-,,,47.655,1
-VII,C-:maj,Im7M9,D-:9,c-,,,50.210,1
v,A-:min,.,.,A-,,,52.815,1
*>Link,*>Link,*>Link,*>Link,*>Link,,,*>Link,1
I,D-:maj,I,D-:maj,F,,,55.503,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
-VII,C-:maj,Im7M9,D-:9,F,,,60.580,1
I,D-:maj,I,D-:maj,A-,,,65.855,1
I,D-:maj,I,D-:maj,F,,,76.265,1
*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,,,*>PreChorus,1
ii,E-:min,ii,E-:min,d-,,,81.527,1
IV,G-:maj,IV,G-:maj,f,,,86.791,1
V11,"A-:(1,3,5,b7,9,11)",Ic,D-:maj/5,f,,,89.385,1
V,A-:maj,V,A-:maj,f,,,.,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
ii,E-:min,ii,E-:min,e-,,,94.455,1
I,D-:maj,I,D-:maj,d-,,,99.458,1
ii,E-:min,ii,E-:min,g-,,,104.532,1
-VII,C-:maj,Im7M9,D-:9,c-,,,107.127,1
v,A-:min,.,.,A-,,,109.780,1
*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,,,*>Bridge,1
I,D-:maj,I,D-:maj,F,,,112.351,1
IV,G-:maj,IV,G-:maj,c,,,.,1
IV,G-:maj,IV,G-:maj,B-,,,.,1
ii,E-:min,Vc,A-:maj/5,A-,,,.,1
I,D-:maj,I,D-:maj,A-,,,122.743,1
IV,G-:maj,IV,G-:maj,g-,,,.,1
V,A-:maj,V,A-:maj,a-,,,130.560,1
ii,E-:min,Vc,A-:maj/5,d-,,,.,1
I,D-:maj,I,D-:maj,f,,,133.079,1
IV,G-:maj,IV,G-:maj,a-,,,.,1
IV,G-:maj,IV,G-:maj,d-,,,.,1
V,A-:maj,V,A-:maj,c,,,140.703,1
IV,G-:maj,IV,G-:maj,c,,,.,1
ii,E-:min,Vc,A-:maj/5,c,,,.,1
I,D-:maj,I,D-:maj,d-,,,143.229,1
I,D-:maj,I,D-:maj,d-,,,148.238,1
IV,G-:maj,IV,G-:maj,d-,,,.,1
V,A-:maj,V,A-:maj,e-,,,150.725,1
IV,G-:maj,IV,G-:maj,d-,,,.,1
ii,E-:min,Vc,A-:maj/5,d-,,,.,1
I,D-:maj,I,D-:maj,d-,,,153.185,1
I,D-:maj,I,D-:maj,f,,,158.122,1
V,A-:maj,V,A-:maj,f,,,160.590,1
ii,E-:min,Vc,A-:maj/5,f,,,.,1
I,D-:maj,I,D-:maj,f,,,163.015,1
V,A-:maj,V,A-:maj,f,,,165.434,1
ii,E-:min,Vc,A-:maj/5,f,,,.,1
I,D-:maj,I,D-:maj,f,,,167.885,1
V,A-:maj,V,A-:maj,f,,,170.269,1
ii,E-:min,Vc,A-:maj/5,f,,,.,1
I,D-:maj,I,D-:maj,f,,,172.737,1
V,A-:maj,V,A-:maj,f,,,175.211,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
ii,E-:min,ii,E-:min,e-,,,180.175,1
I,D-:maj,I,D-:maj,d-,,,185.081,1
ii,E-:min,ii,E-:min,g-,,,190.077,1
-VII,C-:maj,Im7M9,D-:9,c-,,,192.615,1
v,A-:min,.,.,A-,,,195.155,1
-VII,C-:maj,.,.,c-,,,197.692,1
v,A-:min,.,.,A-,,,200.152,1
*>B,*>B,*>B,*>B,*>B,,,*>B,1
I,D-:maj,I,D-:maj,F,,,202.770,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
ii,E-:min,ii,E-:min,e-,,,210.264,1
I,D-:maj,I,D-:maj,d-,,,215.184,1
ii,E-:min,ii,E-:min,g-,,,220.076,1
-VII,C-:maj,Im7M9,D-:9,c-,,,222.608,1
v,A-:min,.,.,A-,,,225.167,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
V,B:maj,V,B:maj,d#,so,0,13.345,1
V,B:maj,V,B:maj,d#,go,1,20.681,1
*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,1
V,B:maj,V,B:maj,d#,ev-,1,33.562,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
I,E:maj,I,E:maj,g#,_,.,37.180,1
IV,A:maj,IV,A:maj,g#,_,.,44.635,1
V,B:maj,V,B:maj,a,now,1,48.378,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
V,B:maj,V,B:maj,d#,see,1,57.684,1
V,B:maj,V,B:maj,d#,three,1,65.210,1
*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,1
V,B:maj,V,B:maj,d#,till,0,78.333,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
I,E:maj,I,E:maj,f#,please,1,82.023,1
IV,A:maj,IV,A:maj,g#,_,.,89.535,1
V,B:maj,V,B:maj,a,now,1,93.302,1
*>Solo,*>Solo,*>Solo,*>Solo,*>Solo,*>Solo,*>Solo,*>Solo,1
I,E:maj,I,E:maj,e,oh,3,97.017,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
I,E:maj,I,E:maj,f#,please,1,112.078,1
IV,A:maj,IV,A:maj,g#,_,.,119.668,1
V,B:maj,V,B:maj,a,now,1,123.395,1
IV,A:maj,IV,A:maj,f#,_,.,138.231,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,1
IV,A:maj,IV,A:maj,A,time,1,22.034,1
I,E:maj,I,E:maj,F#,boss,1,25.122,1
IV,A:maj,IV,A:maj,A,somet-,0,28.307,1
I,E:maj,I,E:maj,e,aint,1,31.375,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,1
IV,A:maj,IV,A:maj,A,did-,1,55.124,1
I,E:maj,I,E:maj,GG#,cant,1,58.198,1
IV,A:maj,IV,A:maj,F#,somet-,0,61.360,1
I,E:maj,I,E:maj,e,aint,1,64.428,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,1
IV,A:maj,IV,A:maj,A,called,1,88.144,1
I,E:maj,I,E:maj,GG#,like,0,91.208,1
IV,A:maj,IV,A:maj,A,somet-,0,94.357,1
I,E:maj,I,E:maj,e,aint,1,97.425,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
*>A,*>A,*>A,*>A,*>A,*>A,*>A,*>A,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
i,E:min,i,E:min,e,_,.,99.807,1
ii,F#:min,ii,F#:min,f#,take,1,101.650,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
i,E:min,i,E:min,g#,_,.,151.857,1
ii,F#:min,ii,F#:min,f#,take,1,153.751,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,1
*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,1
ii,F#:min,ii,F#:min,F#,hush,1,221.486,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
i,E:min,i,E:min,e,_,.,242.900,1
ii,F#:min,ii,F#:min,f#,grain,1,244.804,1
ii,F#:min,ii,F#:min,f#,ex-,1,248.620,1
i,E:min,i,E:min,g#,_,.,254.433,1
ii,F#:min,ii,F#:min,f#,take,1,256.320,1
*>Outro,*>Outro,*>Outro,*>Outro,*>Outro,*>Outro,*>Outro,*>Outro,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,,,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
I,A-:maj,I,A-:maj,c,,,13.139,1
vi,F:min,vi,F:min,e-,,,.,1
vi,F:min,vi,F:min,c,,,.,1
IV,D-:maj,IV,D-:maj,d-,,,22.896,1
V,E-:maj,V,E-:maj,c,,,.,1
vi,F:min,vi,F:min,c,,,.,1
V,E-:maj,V,E-:maj,B-,,,.,1
I,A-:maj,I,A-:maj,c,,,32.555,1
I,A-:maj,I,A-:maj,g,,,39.063,1
vi,F:min,vi,F:min,c,,,.,1
V,E-:maj,V,E-:maj,c,,,.,1
vi,F:min,vi,F:min,c,,,.,1
IV,D-:maj,IV,D-:maj,d-,,,48.872,1
V,E-:maj,V,E-:maj,c,,,.,1
vi,F:min,vi,F:min,c,,,.,1
V,E-:maj,V,E-:maj,B-,,,.,1
I,A-:maj,I,A-:maj,c,,,58.660,1
*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,,,*>Bridge,1
IV,D-:maj,IV,D-:maj,d-,,,65.292,1
IV,D-:maj,IV,D-:maj,B-,,,71.936,1
I,A-:maj,I,A-:maj,f,,,75.260,1
IV,D-:maj,IV,D-:maj,f,,,78.525,1
V/V,B-:maj,V/V,B-:maj,c,,,85.166,1
V,E-:maj,V,E-:maj,B-,,,88.413,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
I,A-:maj,I,A-:maj,e-,,,91.691,1
vi,F:min,vi,F:min,c,,,.,1
vi,F:min,vi,F:min,c,,,.,1
IV,D-:maj,IV,D-:maj,d-,,,101.665,1
V,E-:maj,V,E-:maj,c,,,.,1
vi,F:min,vi,F:min,c,,,.,1
V,E-:maj,V,E-:maj,B-,,,.,1
I,A-:maj,I,A-:maj,c,,,111.546,1
*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,,,*>Bridge,1
I,A-:maj,I,A-:maj,A-,,,128.086,1
V/V,B-:maj,V/V,B-:maj,c,,,137.992,1
V,E-:maj,V,E-:maj,B-,,,141.285,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
I,A-:maj,I,A-:maj,e-,,,144.512,1
vi,F:min,vi,F:min,g,,,.,1
vi,F:min,vi,F:min,c,,,.,1
IV,D-:maj,IV,D-:maj,d-,,,154.406,1
V,E-:maj,V,E-:maj,c,,,.,1
vi,F:min,vi,F:min,c,,,.,1
V,E-:maj,V,E-:maj,c,,,.,1
I,A-:maj,I,A-:maj,c,,,168.030,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,1
-VI,E-:maj,-VI,E-:maj,g,peo-,1,69.768,1
i,G:min,i,G:min,b-,care-,1,71.804,1
-VI,E-:maj,-VI,E-:maj,f,go,1,73.860,1
i,G:min,i,G:min,d,_,.,75.901,1
-VI,E-:maj,-VI,E-:maj,g,mot-,1,77.967,1
i,G:min,i,G:min,b-,care-,1,80.033,1
-VI,E-:maj,-VI,E-:maj,e-,care-,1,82.083,1
V,D:maj,V,D:maj,f#,lie,1,84.143,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
iv,C:min,iv,C:min,A,plans,1,118.929,1
iv,C:min,iv,C:min,G,-ice,1,127.137,1
i,G:min,i,G:min,D,twice,1,131.228,1
iv,C:min,iv,C:min,A,mine,0,143.507,1
*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,1
-VI,E-:maj,-VI,E-:maj,g,peo-,1,151.674,1
i,G:min,i,G:min,b-,care-,1,153.729,1
-VI,E-:maj,-VI,E-:maj,f,go,1,155.789,1
i,G:min,i,G:min,d,_,.,157.844,1
