**harm,**harte,**harm_2,**harte_2,**kern,**silbe,**stress,**timestamp,**duration
IV,B-:maj,IV,B-:maj,ff,,,219.429,1
IVc,B-:maj/5,IV,B-:maj,dd,,,.,1
I,F:maj,I,F:maj,ff,,,244.616,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
IV,E:maj,IV,E:maj,f#,hea-,1,88.135,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
-III,D:maj,I,D:maj,f#,_,.,107.719,1
V7,F#:7,V,F#:maj,f#,lov-,1,110.993,1
i,B:min,i,B:min,e,lov-,1,114.249,1
-VI,G:maj,IV,G:maj,g,ple-,1,117.459,1
-III,D:maj,I,D:maj,f#,_,.,120.733,1
iv,E:min,iv,E:min,f#,time,1,124.005,1
V,F#:maj,V,F#:maj,g,find,1,127.253,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
-III,D:maj,-III,D:maj,f#,sweet,1,146.821,1
-III,D:maj,-III,D:maj,f#,far,1,172.879,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
-III,D:maj,I,D:maj,f#,_,.,185.917,1
V7,F#:7,V,F#:maj,f#,lov-,1,189.178,1
i,B:min,i,B:min,e,lov-,1,192.411,1
-VI,G:maj,IV,G:maj,g,liv-,1,195.653,1
-III,D:maj,I,D:maj,f#,_,.,198.938,1
iv,E:min,iv,E:min,f#,nice,1,202.206,1
V,F#:maj,V,F#:maj,g,al-,1,205.446,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
V,F#:maj,V,F#:maj,f#,just,1,231.499,1
IV,E:maj,IV,E:maj,f#,place,1,244.493,1
*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,,,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
V,A:maj,V,A:maj,f#,,,46.278,1
IV,G:maj,IV,G:maj,e,,,48.124,1
I,D:maj,I,D:maj,f#,,,49.974,1
V,A:maj,V,A:maj,f#,,,53.647,1
IV,G:maj,IV,G:maj,e,,,55.500,1
IV,G:maj,IV,G:maj,B,,,60.974,1
I,D:maj,I,D:maj,f#,,,62.844,1
IV,G:maj,IV,G:maj,a,,,64.670,1
V,A:maj,V,A:maj,e,,,66.518,1
ii,E:min,ii,E:min,f#,,,68.369,1
iii,F#:min,iii,F#:min,A,,,70.239,1
ii,E:min,ii,E:min,f#,,,72.095,1
*>Build,*>Build,*>Build,*>Build,*>Build,,,*>Build,1
ii,E:min,ii,E:min,e,,,75.808,1
V,A:maj,V,A:maj,A,,,77.693,1
ii,E:min,ii,E:min,e,,,79.541,1
V,A:maj,V,A:maj,A,,,81.406,1
ii,E:min,ii,E:min,e,,,83.232,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
V,A:maj,V,A:maj,e,,,90.662,1
IV,G:maj,IV,G:maj,e,,,92.557,1
I,D:maj,I,D:maj,f#,,,94.395,1
V,A:maj,V,A:maj,e,,,98.123,1
I,D:maj,I,D:maj,e,,,101.822,1
IV,G:maj,IV,G:maj,B,,,105.544,1
ii,E:min,ii,E:min,f#,,,112.992,1
iii,F#:min,iii,F#:min,A,,,114.892,1
ii,E:min,ii,E:min,f#,,,116.769,1
*>Build,*>Build,*>Build,*>Build,*>Build,,,*>Build,1
ii,E:min,ii,E:min,e,,,120.509,1
V,A:maj,V,A:maj,A,,,122.384,1
ii,E:min,ii,E:min,e,,,124.251,1
V,A:maj,V,A:maj,A,,,126.138,1
ii,E:min,ii,E:min,e,,,127.970,1
V,A:maj,V,A:maj,a,,,129.840,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
V,A:maj,V,A:maj,a,,,135.416,1
IV,G:maj,IV,G:maj,f#,,,137.300,1
I,D:maj,I,D:maj,f#,,,139.159,1
V,A:maj,V,A:maj,e,,,142.869,1
IV,G:maj,IV,G:maj,e,,,144.730,1
IV,G:maj,IV,G:maj,B,,,150.318,1
IV,G:maj,IV,G:maj,a,,,154.012,1
ii,E:min,ii,E:min,f#,,,157.732,1
iii,F#:min,iii,F#:min,A,,,159.612,1
ii,E:min,ii,E:min,f#,,,161.476,1
*>Build,*>Build,*>Build,*>Build,*>Build,,,*>Build,1
ii,E:min,ii,E:min,e,,,165.221,1
V,A:maj,V,A:maj,A,,,167.116,1
ii,E:min,ii,E:min,e,,,169.001,1
V,A:maj,V,A:maj,A,,,170.881,1
ii,E:min,ii,E:min,e,,,172.772,1
V,A:maj,V,A:maj,a,,,174.653,1
*>Solo,*>Solo,*>Solo,*>Solo,*>Solo,,,*>Solo,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
V,A:maj,V,A:maj,f#,,,195.100,1
IV,G:maj,IV,G:maj,e,,,196.979,1
I,D:maj,I,D:maj,f#,,,198.841,1
V,A:maj,V,A:maj,e,,,202.553,1
IV,G:maj,IV,G:maj,d,,,204.409,1
I,D:maj,I,D:maj,a,,,206.265,1
IV,G:maj,IV,G:maj,B,,,209.977,1
I,D:maj,I,D:maj,d,,,211.859,1
IV,G:maj,IV,G:maj,a,,,213.729,1
V,A:maj,V,A:maj,e,,,215.612,1
ii,E:min,ii,E:min,f#,,,217.472,1
iii,F#:min,iii,F#:min,A,,,219.360,1
ii,E:min,ii,E:min,d,,,221.247,1
*>Build,*>Build,*>Build,*>Build,*>Build,,,*>Build,1
ii,E:min,ii,E:min,e,,,225.014,1
V,A:maj,V,A:maj,A,,,226.916,1
ii,E:min,ii,E:min,e,,,228.797,1
ii,E:min,ii,E:min,e,,,232.558,1
V,A:maj,V,A:maj,a,,,234.424,1
*>Solo,*>Solo,*>Solo,*>Solo,*>Solo,,,*>Solo,1
*>Outro,*>Outro,*>Outro,*>Outro,*>Outro,,,*>Outro,1
ii7,E:min7,V7,"A:(1,4,5,b7)",e,,,305.052,1
I,D:maj,I,D:maj,d,,,308.728,1
IV,G:maj,IV,G:maj,B,,,321.529,1
I,D:maj,I,D:maj,f#,,,323.336,1
ii7,E:min7,V7,"A:(1,4,5,b7)",ff#,,,327.044,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
*>Outro,*>Outro,*>Outro,*>Outro,*>Outro,*>Outro,*>Outro,*>Outro,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,,,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
I,A:maj,I,A:maj,c#,,,44.746,1
-VII,G:maj,IVc,D:maj/5,f#,,,46.538,1
I,A:maj,I,A:maj,c#,,,48.309,1
-VII,G:maj,IVc,D:maj/5,f#,,,50.080,1
I,A:maj,I,A:maj,c#,,,51.859,1
IV,D:maj,.,.,e,,,.,1
I,A:maj,I,A:maj,c#,,,58.956,1
-VII,G:maj,IVc,D:maj/5,f#,,,60.765,1
I,A:maj,I,A:maj,c#,,,62.522,1
-VII,G:maj,IVc,D:maj/5,f#,,,64.312,1
I,A:maj,I,A:maj,e,,,66.065,1
IV,D:maj,.,.,e,,,.,1
V,E:maj,V,E:maj,B,,,69.606,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
IV,D:maj,IV,D:maj,F#,,,73.131,1
I,A:maj,I,A:maj,c#,,,.,1
IV,D:maj,IV,D:maj,A,,,74.950,1
I,A:maj,I,A:maj,c#,,,.,1
IV,D:maj,IV,D:maj,F#,,,76.737,1
I,A:maj,I,A:maj,c#,,,.,1
IV,D:maj,IV,D:maj,B,,,78.509,1
I,A:maj,I,A:maj,c#,,,.,1
IV,D:maj,IV,D:maj,F#,,,80.276,1
IV,D:maj,IV,D:maj,A,,,82.059,1
I,A:maj,I,A:maj,c#,,,.,1
-VII,G:maj,-VII,G:maj,d,,,83.815,1
V,E:maj,V,E:maj,B,,,85.624,1
-VII,G:maj,-VII,G:maj,d,,,87.398,1
V,E:maj,V,E:maj,B,,,89.141,1
-VII,G:maj,-VII,G:maj,d,,,90.917,1
IV,D:maj,IV,D:maj,A,,,92.717,1
*>Link,*>Link,*>Link,*>Link,*>Link,,,*>Link,1
I,A:maj,I,A:maj,A,,,99.791,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
I,A:maj,I,A:maj,c#,,,114.000,1
I,A:maj,I,A:maj,c#,,,117.572,1
I,A:maj,I,A:maj,c#,,,121.110,1
V,E:maj,V,E:maj,B,,,124.661,1
I,A:maj,I,A:maj,c#,,,128.205,1
I,A:maj,I,A:maj,c#,,,131.783,1
-VII,G:maj,IVc,D:maj/5,f#,,,133.550,1
I,A:maj,I,A:maj,c#,,,135.322,1
V,E:maj,V,E:maj,B,,,138.840,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
IV,D:maj,IV,D:maj,F#,,,142.417,1
I,A:maj,I,A:maj,c#,,,.,1
IV,D:maj,IV,D:maj,A,,,144.201,1
I,A:maj,I,A:maj,c#,,,.,1
IV,D:maj,IV,D:maj,F#,,,145.980,1
I,A:maj,I,A:maj,c#,,,.,1
IV,D:maj,IV,D:maj,B,,,147.742,1
I,A:maj,I,A:maj,c#,,,.,1
IV,D:maj,IV,D:maj,F#,,,149.495,1
IV,D:maj,IV,D:maj,B,,,151.275,1
I,A:maj,I,A:maj,c#,,,.,1
-VII,G:maj,-VII,G:maj,d,,,153.070,1
V,E:maj,V,E:maj,B,,,154.842,1
-VII,G:maj,-VII,G:maj,d,,,156.629,1
V,E:maj,V,E:maj,B,,,158.404,1
-VII,G:maj,-VII,G:maj,d,,,160.195,1
IV,D:maj,IV,D:maj,A,,,161.946,1
*>Link,*>Link,*>Link,*>Link,*>Link,,,*>Link,1
I,A:maj,I,A:maj,A,,,169.061,1
-VII,G:maj,-VII,G:maj,e,,,170.806,1
*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,,,*>Bridge,1
II,B:maj,V/V,B:maj,e,,,204.526,1
I,A:maj,I,A:maj,e-,,,211.677,1
II,B:maj,V/V,B:maj,e,,,215.240,1
*>Link,*>Link,*>Link,*>Link,*>Link,,,*>Link,1
*>Solo,*>Solo,*>Solo,*>Solo,*>Solo,,,*>Solo,1
*>Link,*>Link,*>Link,*>Link,*>Link,,,*>Link,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
I,A:maj,I,A:maj,c#,,,275.554,1
-VII,G:maj,IVc,D:maj/5,f#,,,277.322,1
I,A:maj,I,A:maj,c#,,,279.093,1
-VII,G:maj,IVc,D:maj/5,f#,,,280.879,1
I,A:maj,I,A:maj,c#,,,282.648,1
I,A:maj,I,A:maj,c#,,,289.742,1
I,A:maj,I,A:maj,c#,,,293.297,1
-VII,G:maj,IVc,D:maj/5,f#,,,295.053,1
I,A:maj,I,A:maj,c#,,,296.837,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
IV,D:maj,IV,D:maj,F#,,,303.961,1
I,A:maj,I,A:maj,c#,,,.,1
IV,D:maj,IV,D:maj,A,,,305.739,1
I,A:maj,I,A:maj,c#,,,.,1
IV,D:maj,IV,D:maj,F#,,,307.504,1
I,A:maj,I,A:maj,c#,,,.,1
IV,D:maj,IV,D:maj,B,,,309.276,1
I,A:maj,I,A:maj,c#,,,.,1
IV,D:maj,IV,D:maj,F#,,,311.057,1
I,A:maj,I,A:maj,c#,,,.,1
IV,D:maj,IV,D:maj,B,,,312.833,1
I,A:maj,I,A:maj,c#,,,.,1
-VII,G:maj,-VII,G:maj,d,,,314.591,1
V,E:maj,V,E:maj,B,,,316.360,1
-VII,G:maj,-VII,G:maj,d,,,318.157,1
V,E:maj,V,E:maj,B,,,319.929,1
-VII,G:maj,-VII,G:maj,d,,,321.696,1
IV,D:maj,IV,D:maj,A,,,323.473,1
*>Link,*>Link,*>Link,*>Link,*>Link,,,*>Link,1
I,A:maj,I,A:maj,A,,,330.576,1
IV,D:maj,IV,D:maj,a,,,.,1
*>Solo,*>Solo,*>Solo,*>Solo,*>Solo,,,*>Solo,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
I,A:maj,I,A:maj,c#,,,471.630,1
I,A:maj,I,A:maj,c#,,,475.177,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,,,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
IV,B-:maj,IV,B-:maj,G,,,15.683,1
V,C:maj,V,C:maj,G,,,25.178,1
I,F:maj,I,F:maj,FF,,,29.973,1
IV,B-:maj,IV,B-:maj,G,,,41.850,1
I,F:maj,I,F:maj,C,,,46.608,1
V,C:maj,V,C:maj,G,,,51.338,1
I,F:maj,I,F:maj,FF,,,56.121,1
*>Solo,*>Solo,*>Solo,*>Solo,*>Solo,,,*>Solo,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
I,F:maj,I,F:maj,C,,,97.890,1
V,C:maj,V,C:maj,G,,,102.580,1
I,F:maj,I,F:maj,FF,,,107.267,1
*>Solo,*>Solo,*>Solo,*>Solo,*>Solo,,,*>Solo,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
IV,B-:maj,IV,B-:maj,A-,,,144.061,1
I,F:maj,I,F:maj,C,,,148.762,1
V,C:maj,V,C:maj,G,,,153.398,1
I,F:maj,I,F:maj,FF,,,158.045,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,,,*>Intro,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
IV,E-:maj,IV9,E-:maj9,g,turn,1,32.848,1
IV,E-:maj,IV9,E-:maj9,G,_,.,.,1
vi,G:min,vi7,G:min7,d,ins-,2,44.545,1
IV,E-:maj,IV9,E-:maj9,g,lay,1,48.454,1
vi,G:min,vi7,G:min7,d,dont,1,60.197,1
Ic,B-:maj/5,Ic,B-:maj/5,d,-ize,2,65.990,1
V,F:maj,V,F:maj,F,_,.,69.962,1
Ib,B-:maj/3,Ib,B-:maj/3,b-,I,0,.,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
IV,E-:maj,IV9,E-:maj9,g,make,1,73.825,1
IV,E-:maj,IV9,E-:maj9,B-,_,.,77.739,1
vi,G:min,vi7,G:min7,b-,here,1,89.396,1
Vb,F:maj/3,Vb,F:maj/3,g,these,0,93.305,1
vi,G:min,vi7,G:min7,c,-rs,0,.,1
IV,E-:maj,IV9,E-:maj9,c,_,.,.,1
Vb,F:maj/3,Vb,F:maj/3,g,ill,0,101.160,1
vi,G:min,vi7,G:min7,d,-er,0,.,1
ii7,C:min7,ii,C:min,d,you,0,105.046,1
V,F:maj,V,F:maj,d,you,0,108.891,1
IV,E-:maj,IV9,E-:maj9,b-,make,1,112.779,1
I,B-:maj,I,B-:maj,d,me,0,.,1
*>B,*>B,*>B,*>B,*>B,*>B,*>B,*>B,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
IV,E-:maj,IV9,E-:maj9,g,ill,0,136.225,1
vi,G:min,vi7,G:min7,d,youre,0,147.928,1
IV,E-:maj,IV9,E-:maj9,g,morn-,1,151.832,1
vi,G:min,vi7,G:min7,d-,give,1,163.453,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
IV,E-:maj,IV9,E-:maj9,g,make,1,178.748,1
I,B-:maj,I,B-:maj,d,_,.,.,1
IV,E-:maj,IV9,E-:maj9,B-,_,.,182.537,1
vi,G:min,vi7,G:min7,b-,here,1,194.145,1
Vb,F:maj/3,Vb,F:maj/3,g,these,0,197.993,1
vi,G:min,vi7,G:min7,c,-rs,0,.,1
IV,E-:maj,IV9,E-:maj9,B-,_,.,.,1
Vb,F:maj/3,Vb,F:maj/3,g,ill,0,205.758,1
vi,G:min,vi7,G:min7,d,-er,0,.,1
ii7,C:min7,ii,C:min,d,you,0,209.633,1
V,F:maj,V,F:maj,d,you,0,213.481,1
IV,E-:maj,IV9,E-:maj9,b-,make,1,217.353,1
I,B-:maj,I,B-:maj,d,me,0,.,1
*>C,*>C,*>C,*>C,*>C,*>C,*>C,*>C,1
*>B,*>B,*>B,*>B,*>B,*>B,*>B,*>B,1
*>C,*>C,*>C,*>C,*>C,*>C,*>C,*>C,1
*>B,*>B,*>B,*>B,*>B,*>B,*>B,*>B,1
*>C,*>C,*>C,*>C,*>C,*>C,*>C,*>C,1
*>X,*>X,*>X,*>X,*>X,*>X,*>X,*>X,1
*>A,*>A,*>A,*>A,*>A,*>A,*>A,*>A,1
I,C:maj,I,C:maj,e-,good-,1,10.015,1
I,C:maj,I,C:maj,e,good-,1,22.031,1
*>B,*>B,*>B,*>B,*>B,*>B,*>B,*>B,1
*>A,*>A,*>A,*>A,*>A,*>A,*>A,*>A,1
I,C:maj,I,C:maj,B-,good-,1,52.223,1
*>B,*>B,*>B,*>B,*>B,*>B,*>B,*>B,1
*>A,*>A,*>A,*>A,*>A,*>A,*>A,*>A,1
I,C:maj,I,C:maj,b-,good-,1,105.919,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
vi,B:min,vi,B:min,F#,_,.,30.992,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
vi,B:min,vi,B:min,E,-out,1,65.933,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
vi,B:min,vi,B:min,e,-out,1,100.884,1
*>BP,*>BP,*>BP,*>BP,*>BP,*>BP,*>BP,*>BP,1
*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,1
I,D:maj,I,D:maj,e,give,1,113.937,1
vi,B:min,vi,B:min,e,give,1,127.032,1
V,A:maj,V,A:maj,A,_,.,142.325,1
vi,B:min,vi,B:min,B,noth-,1,144.494,1
IV,G:maj,IV,G:maj,d,_,.,146.691,1
I,D:maj,I,D:maj,e,give,1,148.862,1
vi,B:min,vi,B:min,e,give,1,161.956,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
vi,B:min,vi,B:min,e,-out,1,179.434,1
*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,1
I,D:maj,I,D:maj,a,oh,3,183.800,1
V,A:maj,V,A:maj,e,_,.,186.010,1
vi,B:min,vi,B:min,a,oh,3,188.129,1
I,D:maj,I,D:maj,a,oh,3,192.508,1
V,A:maj,V,A:maj,e,_,.,194.736,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
vi,B:min,vi,B:min,e,-out,1,214.355,1
I,D:maj,I,D:maj,e,-out,1,218.737,1
*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
IV,D:maj,II,D:maj,d,had,1,78.911,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,*>Link,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
-VII,G:maj,V,G:maj,A,the,0,126.592,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
vi,A:min,vi,A:min,e-,not,1,153.062,1
I,C:maj,I,C:maj,e,do,1,158.358,1
*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
I,C:maj,I,C:maj,e,do,1,192.784,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,,,*>Intro,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
I,A:maj,I,A:maj,c#,,,8.758,1
v,E:min,v,E:min,e,,,10.742,1
IV,D:maj,IV,D:maj,A,,,.,1
I,A:maj,I,A:maj,c,,,12.708,1
v,E:min,v,E:min,a,,,14.677,1
IV,D:maj,IV,D:maj,d,,,.,1
I,A:maj,I,A:maj,c#,,,16.559,1
v,E:min,v,E:min,e,,,18.507,1
I,A:maj,I,A:maj,c,,,20.490,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
I,A:maj,I,A:maj,c,,,24.342,1
IV,D:maj,IV,D:maj,B,,,.,1
v,E:min,v,E:min,A,,,26.295,1
I,A:maj,I,A:maj,a,,,28.248,1
IV,D:maj,IV,D:maj,d,,,.,1
I,A:maj,I,A:maj,c,,,32.151,1
IV,D:maj,IV,D:maj,B,,,.,1
v,E:min,v,E:min,A,,,34.138,1
I,A:maj,I,A:maj,c,,,36.059,1
IV,D:maj,IV,D:maj,B,,,.,1
v,E:min,v,E:min,A,,,38.010,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
I,A:maj,I,A:maj,c#,,,39.927,1
v,E:min,v,E:min,a,,,41.863,1
IV,D:maj,IV,D:maj,d,,,.,1
I,A:maj,I,A:maj,c,,,43.802,1
v,E:min,v,E:min,e,,,45.732,1
I,A:maj,I,A:maj,c#,,,47.691,1
v,E:min,v,E:min,e,,,49.643,1
I,A:maj,I,A:maj,c,,,51.626,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
I,A:maj,I,A:maj,c,,,55.510,1
IV,D:maj,IV,D:maj,B,,,.,1
v,E:min,v,E:min,A,,,57.506,1
I,A:maj,I,A:maj,a,,,59.425,1
IV,D:maj,IV,D:maj,d,,,.,1
I,A:maj,I,A:maj,c,,,63.325,1
IV,D:maj,IV,D:maj,B,,,.,1
v,E:min,v,E:min,A,,,65.297,1
I,A:maj,I,A:maj,c,,,67.242,1
IV,D:maj,IV,D:maj,B,,,.,1
IV,D:maj,IV,D:maj,G,,,.,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
I,A:maj,I,A:maj,c#,,,71.105,1
v,E:min,v,E:min,e,,,73.068,1
IV,D:maj,IV,D:maj,A,,,.,1
I,A:maj,I,A:maj,c,,,75.033,1
v,E:min,v,E:min,a,,,76.997,1
IV,D:maj,IV,D:maj,d,,,.,1
I,A:maj,I,A:maj,c#,,,78.994,1
v,E:min,v,E:min,e,,,80.973,1
I,A:maj,I,A:maj,c,,,82.964,1
*>Solo,*>Solo,*>Solo,*>Solo,*>Solo,,,*>Solo,1
*>A,*>A,*>A,*>A,*>A,,,*>A,1
I,A:maj,I,A:maj,c,,,117.515,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
I,A:maj,I,A:maj,c,,,121.410,1
IV,D:maj,IV,D:maj,B,,,.,1
v,E:min,v,E:min,A,,,123.363,1
I,A:maj,I,A:maj,a,,,125.302,1
IV,D:maj,IV,D:maj,d,,,.,1
I,A:maj,I,A:maj,c,,,129.267,1
IV,D:maj,IV,D:maj,B,,,.,1
v,E:min,v,E:min,A,,,131.265,1
I,A:maj,I,A:maj,c,,,133.227,1
IV,D:maj,IV,D:maj,B,,,.,1
v,E:min,v,E:min,A,,,135.203,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
I,A:maj,I,A:maj,c#,,,137.145,1
v,E:min,v,E:min,e,,,139.115,1
IV,D:maj,IV,D:maj,A,,,.,1
I,A:maj,I,A:maj,c,,,141.100,1
v,E:min,v,E:min,a,,,143.068,1
IV,D:maj,IV,D:maj,d,,,.,1
I,A:maj,I,A:maj,c#,,,145.057,1
v,E:min,v,E:min,e,,,147.035,1
I,A:maj,I,A:maj,c,,,149.042,1
*>Outro,*>Outro,*>Outro,*>Outro,*>Outro,,,*>Outro,1
I,A:maj,I,A:maj,c,,,153.010,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,,,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
V,B:maj,V,B:maj,G#,,,28.319,1
I,E:maj,I,E:maj,E,,,29.924,1
IV,A:maj,IV,A:maj,A,,,46.086,1
V,B:maj,V,B:maj,G#,,,54.158,1
I,E:maj,I,E:maj,E,,,55.742,1
IV,A:maj,IV,A:maj,A,,,97.782,1
V,B:maj,V,B:maj,G#,,,105.838,1
I,E:maj,I,E:maj,E,,,107.492,1
I,E:maj,I,E:maj,B,,,152.737,1
V,B:maj,V,B:maj,F#,,,157.656,1
I,E:maj,I,E:maj,E,,,159.739,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
I,F:maj,I,F:maj,a,,,14.000,1
I,F:maj,I,F:maj,a,,,17.422,1
vi,D:min,vi,D:min,g,,,19.176,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
I,F:maj,I,F:maj,f,,,48.887,1
vi,D:min,vi,D:min,d,,,59.432,1
vi,D:min,vi,D:min,f,,,73.454,1
I,F:maj,I,F:maj,f,,,77.146,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
V7/IV,F:7,V7/IV,F:7,f,,,.,1
IVm7,B-:7,IVm7,B-:7,a-,,,153.545,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
vi,D:min,vi,D:min,f,,,228.712,1
vi,D:min,vi,D:min,f,,,232.186,1
